405	20.8221	13.8459	0.05918
470	17.6872	13.5864	0.16092
335	19.7567	11.1156	0.18728
417	6.2382	2.49398	0.24197
240	9.07673	5.51535	0.2634
373	24.3512	6.5139	0.28918
109	20.066	16.5485	0.29289
33	15.1846	18.3967	0.30133
276	18.3315	24.6563	0.30737
702	11.6787	0.38986	0.3418
133	1.90186	20.6009	0.34259
363	8.31395	8.32666	0.35519
499	23.0142	15.2023	0.35843
60	18.6397	8.50617	0.36458
839	14.3536	21.7436	0.36643
712	9.80562	23.358	0.37699
124	3.44195	8.13984	0.43441
281	22.0022	23.2569	0.46767
848	0.80654	8.87854	0.55153
253	15.4551	8.37722	0.58176
727	11.0944	15.9886	0.59424
508	24.0157	2.82944	0.62392
707	12.2724	13.5362	0.63747
157	2.74765	14.8943	0.64403
596	1.2106	0.82927	0.68219
814	6.22792	10.2277	0.68905
190	20.522	6.39205	0.73583
96	0.62199	12.5665	0.76674
422	7.75442	21.2298	0.76925
671	16.0495	23.7775	0.8492
118	10.6033	18.635	0.85675
396	17.3955	17.0996	0.92582
121	0.61373	18.0867	0.94039
38	3.43089	2.42551	1.04185
561	8.56488	2.40913	1.04575
645	4.90103	0.1866	1.07866
486	21.2873	20.2751	1.12225
352	19.5587	22.4235	1.12669
439	4.35337	12	1.13694
161	24.2693	20.324	1.14297
280	23.9642	10.713	1.16872
258	8.11114	0.02665	1.1729
687	14.7067	5.94924	1.21333
370	22.4124	17.5853	1.26005
277	14.6054	12.1752	1.3222
283	1.17913	3.76086	1.33656
818	12.1845	10.9553	1.36564
114	20.6145	3.87191	1.38241
436	10.7074	8.50167	1.39225
407	0.77485	22.73	1.42198
302	6.23631	7.08236	1.45134
16	16.6144	4.4011	1.45504
585	17.4576	11.106	1.52672
792	11.1526	3.87182	1.53685
847	13.3598	19.4924	1.57864
243	18.8488	1.70693	1.58407
724	22.2962	8.32623	1.59391
286	8.52775	11.7865	1.6423
615	3.17849	17.2866	1.65014
490	13.452	2.09822	1.66743
409	13.5939	16.8093	1.67629
657	5.71291	19.5891	1.70987
658	4.15623	4.81793	1.71008
235	21.3232	0.57581	1.73606
221	17.1107	19.6961	1.83105
137	15.6378	15.5611	1.85389
741	9.38595	14.281	1.85508
441	21.6896	12.018	1.86576
193	10.3219	20.9467	1.89949
668	5.97568	16.8604	1.90652
602	6.32816	13.1905	1.94183
532	8.81387	16.905	1.98919
644	24.2862	13.9845	2.00884
458	17.2633	7.02844	2.08996
356	3.65924	21.6705	2.10083
71	1.88227	6.49334	2.11011
656	18.8321	15.0112	2.11898
725	23.7387	23.9814	2.16069
412	19.3672	18.5525	2.23207
580	15.6617	1.13531	2.25486
862	1.75665	10.4389	2.28076
67	6.28215	23.3666	2.28417
340	13.2204	8.45551	2.28798
31	12.6426	22.7086	2.31122
247	7.40685	4.24355	2.34943
577	4.29246	9.81014	2.47096
398	8.69945	6.88576	2.51243
685	1.02467	15.7165	2.53449
367	16.8291	13.3255	2.63221
710	2.52468	24.508	2.68053
811	20.1502	9.14511	2.72763
565	11.3914	6.51076	2.78976
399	15.6485	9.63431	2.82544
279	24.4583	5.31234	2.84171
579	2.52127	12.9514	2.85965
166	15.4722	21.5292	2.86097
196	6.10181	1.9899	2.86412
461	10.4049	23.4989	2.8869
549	23.1705	1.7222	2.90923
176	8.91009	9.59139	2.92928
192	11.0561	1.18681	2.93458
504	17.9225	21.5787	2.9894
278	7.93994	19.3668	3.01765
544	1.9642	19.3465	3.03849
339	21.2498	14.4448	3.04351
265	20.3578	23.6933	3.06584
74	11.8258	15.5421	3.06924
72	22.3608	21.8272	3.08108
99	19.3281	12.3562	3.15393
578	11.5182	12.5948	3.16423
646	19.0916	5.18269	3.19737
251	14.0049	14.0531	3.21116
44	22.4182	4.0027	3.3038
779	17.1087	2.50667	3.39723
492	6.433	10.9284	3.43818
116	23.185	10.394	3.45283
355	0.64823	1.58533	3.4546
100	4.307	6.6313	3.48271
849	13.9472	6.16061	3.51073
494	21.3406	6.37516	3.53239
672	3.6896	2.71811	3.5422
83	24.3937	17.4775	3.5546
374	14.045	3.43976	3.56749
804	15.2861	23.9692	3.61057
455	17.4607	16.6999	3.63071
483	22.5939	19.2213	3.63987
56	23.7967	7.8192	3.65617
765	7.5408	15.0143	3.65625
29	9.52295	4.81514	3.69665
11	4.33181	15.3878	3.72765
160	1.48582	8.26847	3.74987
141	16.0648	18.6958	3.75646
97	21.0597	16.9211	3.76208
676	11.2837	10.0784	3.80925
719	0.06482	21.2409	3.81604
319	17.9755	24.238	3.84729
207	12.8412	20.7844	3.84768
507	8.11427	22.1955	3.85039
482	10.4671	18.8451	3.86514
697	6.60837	7.99264	3.86821
39	14.0456	11.1626	3.90321
620	4.70757	0.19165	3.93911
336	7.702	24.8832	3.96243
830	5.16032	20.0759	4.04096
119	13.03	17.9685	4.04523
694	8.62014	2.39247	4.13601
522	19.5852	1.85596	4.16784
837	12.6883	24.4161	4.20706
222	11.6565	3.42463	4.21596
350	17.4761	10.1807	4.24195
165	0.52953	23.9741	4.24227
855	16.5088	5.45676	4.2465
308	0.3833	13.971	4.31755
754	2.0962	5.05429	4.33563
619	4.73634	12.7863	4.39018
690	18.7374	7.7002	4.40556
228	6.08506	17.7394	4.42785
520	2.35459	17.009	4.56658
553	5.93344	4.85264	4.56733
735	0.93093	11.2804	4.56951
637	5.27171	22.5199	4.58768
481	2.63844	21.8672	4.5906
711	15.6232	7.87577	4.60059
188	10.5506	21.6079	4.60344
105	20.8486	10.6603	4.61778
290	22.5866	12.8515	4.67021
132	9.91381	14.2181	4.70846
400	21.7928	1.1008	4.74878
6	19.8024	19.7155	4.77962
853	23.2127	15.4809	4.82433
204	16.0837	12.3472	4.88324
195	14.9017	1.53666	4.955
530	8.97138	16.878	4.95802
365	9.00636	11.6749	4.99307
629	18.265	14.4556	5.07036
677	10.0047	0.33614	5.12555
546	24.312	4.08253	5.15698
595	15.5557	15.7945	5.20186
391	9.22063	7.93898	5.21644
614	22.7464	23.9162	5.25786
154	15.1924	21.9858	5.37788
593	4.83743	9.58119	5.37936
836	6.7748	13.4784	5.43214
48	0.50326	6.65704	5.4647
314	20.7732	22.0757	5.4693
738	13.2015	9.1946	5.50567
750	12.9355	13.7218	5.50705
219	21.7772	8.11641	5.51048
73	1.66062	2.77252	5.51817
419	6.36496	2.66344	5.57724
158	11.7546	6.46765	5.61444
675	17.7047	21.1229	5.65858
347	7.9058	19.6393	5.72061
179	17.4771	1.18427	5.78093
390	12.8495	22.561	5.81738
406	12.211	16.3327	5.85192
706	18.6255	4.05461	5.85826
815	23.295	21.5361	5.91164
463	7.11816	6.53523	5.91649
8	21.3421	4.474	5.93256
464	4.09316	1.60316	5.97374
460	0.65184	19.7098	5.99549
674	12.422	1.36584	6.00445
434	18.7715	23.2418	6.02227
377	3.03913	19.3809	6.02549
357	3.33546	6.79464	6.0267
37	24.2468	9.47191	6.03447
117	21.945	18.4701	6.0596
819	18.3685	11.6754	6.06523
563	24.6568	17.5395	6.08855
509	1.41829	14.8383	6.11568
638	6.83912	15.7471	6.15918
755	24.8453	0.73383	6.18309
320	7.63319	9.73875	6.2085
683	20.43	15.9244	6.25817
564	16.1554	18.933	6.2659
138	3.07278	11.6002	6.27383
338	13.6055	19.406	6.30101
550	2.43637	24.0164	6.34957
246	9.53989	5.41855	6.3727
307	14.418	6.08961	6.40672
454	10.4454	9.8022	6.51016
526	19.7063	6.43518	6.51353
328	23.8958	11.8905	6.51497
745	20.7282	13.3449	6.53578
2	1.83184	9.24472	6.53863
771	18.4753	17.4205	6.55284
410	5.45409	24.424	6.55912
612	15.6257	24.4862	6.59236
447	3.71919	14.3522	6.60377
621	10.0341	2.66761	6.61821
628	10.8376	18.4052	6.64062
120	17.0551	7.53115	6.6811
215	15.4761	3.55568	6.68917
703	12.597	4.02078	6.69857
333	23.2452	6.39753	6.70039
854	22.6591	2.31075	6.70154
344	7.7687	1.07657	6.74446
183	8.52915	23.6144	6.77483
282	15.7754	10.0202	6.7958
583	6.88444	21.8202	6.80145
538	4.18569	4.40747	6.80858
317	4.07575	16.9533	6.8562
858	10.8857	12.8605	6.88067
554	19.0954	9.16567	6.89748
261	15.0902	13.5179	6.96574
349	11.1171	20.777	7.05777
69	10.1053	15.2973	7.09086
600	21.2739	10.9357	7.09614
764	4.17415	22.0435	7.14396
237	19.7892	1.98848	7.21284
435	5.39233	7.86863	7.25074
78	13.4313	11.2572	7.2692
174	5.394	19.6305	7.27597
692	6.99303	4.30782	7.28821
284	17.4185	14.1414	7.34349
225	14.5922	17.0135	7.36466
673	22.8517	15.728	7.46755
660	7.76666	17.7756	7.46992
198	0.44374	23.1282	7.5446
759	5.53883	11.1494	7.58814
424	11.035	23.8755	7.59014
547	21.1064	21.2388	7.63933
627	7.82482	12.3512	7.63967
394	21.9287	24.1266	7.68048
19	1.58504	4.58483	7.69015
444	19.6525	19.2739	7.74738
816	11.1406	7.82654	7.81543
126	8.24525	8.00076	7.8373
200	13.8938	8.31803	7.88174
743	23.9966	4.03024	7.92431
260	1.67703	17.5298	8.03738
322	0.9623	7.36091	8.03894
376	0.25325	14.2355	8.06535
89	13.6502	24.342	8.1497
80	21.2277	7.73138	8.15057
440	8.94675	20.2156	8.17907
104	16.3953	1.54334	8.2004
843	1.12753	2.06642	8.24468
734	13.5353	2.09781	8.28618
309	6.77761	14.7816	8.29247
760	23.4768	18.8956	8.30825
666	19.0369	4.31107	8.35713
13	0.43639	20.467	8.40375
576	12.1312	15.812	8.42823
705	16.7665	22.3509	8.43084
170	3.63857	1.66304	8.46449
171	23.6425	8.55328	8.46494
201	22.7754	12.8249	8.46659
383	21.1452	17.3986	8.50653
387	23.192	22.4107	8.51021
354	0.68921	11.3318	8.51759
488	17.3304	16.2964	8.52082
108	19.8691	23.1867	8.52329
111	14.3287	20.9633	8.58297
3	16.6073	4.42902	8.61045
180	18.1447	11.3268	8.61891
679	19.9124	14.7746	8.64672
151	21.6553	5.0108	8.65432
744	9.92811	11.0615	8.66559
175	18.6778	0.38018	8.78104
26	13.0118	18.5781	8.78331
701	3.93643	12.6468	8.78577
667	3.64542	24.1821	8.79934
555	23.4859	0.72942	8.79984
548	16.5461	19.6212	8.80263
143	8.48277	2.83915	8.81375
384	9.99621	17.568	8.82686
241	3.29177	8.85632	8.88663
501	15.5734	11.8856	8.89895
23	6.70374	23.8645	8.92069
331	12.862	13.3937	8.93159
698	18.5851	7.58466	8.96101
528	10.7925	4.54428	8.97142
236	2.99728	19.7669	9.0544
163	6.15191	1.49774	9.06924
728	10.7996	0.94686	9.07416
360	9.22332	22.862	9.08885
817	4.50466	15.0782	9.13079
76	6.05399	5.9011	9.15464
79	21.3669	2.20753	9.17052
395	13.3919	4.80562	9.18845
404	16.124	9.17266	9.29418
274	9.7679	13.7089	9.34206
313	15.219	6.3787	9.3501
476	24.7491	16.6874	9.35479
569	5.54543	9.42594	9.3722
543	5.55435	17.6007	9.37868
4	3.82293	3.91909	9.43576
42	1.95037	22.3826	9.45429
382	15.1656	15.103	9.57976
598	21.0398	10.0221	9.59652
392	8.45055	6.43249	9.62392
746	1.06809	24.8378	9.693
626	13.1549	10.3315	9.70016
768	5.12874	21.7181	9.70044
739	18.5949	20.8555	9.78515
558	18.6942	18.0284	9.80199
50	7.94862	9.78854	9.80288
778	0.93548	9.2531	9.81618
53	12.151	22.0397	9.81995
101	1.98798	15.5227	9.90819
647	15.3212	17.7786	9.91155
297	7.96097	16.3737	9.95496
496	22.3222	15.1691	9.95996
206	3.40579	6.77277	9.97425
475	10.8802	9.15569	10.1096
479	1.90685	12.8149	10.1655
446	8.49438	0.49888	10.1924
669	23.7596	6.76708	10.2101
633	1.06262	5.79358	10.2125
416	6.8702	12.1657	10.2151
635	23.7908	10.7257	10.2258
425	19.8977	12.5324	10.2499
128	15.6407	24.88	10.2709
820	10.4398	20.3859	10.2851
825	7.79912	19.7913	10.3161
88	12.9702	7.45968	10.4244
57	23.7845	3.42484	10.4246
662	23.1859	20.7414	10.4878
468	24.4573	23.1164	10.5633
95	1.57705	2.99539	10.575
329	20.6715	7.00911	10.5843
575	24.3433	13.36	10.6013
810	6.27112	3.62176	10.6116
767	19.5145	3.47708	10.6618
545	16.6738	2.63286	10.6669
427	13.7971	1.48677	10.688
348	14.6469	22.2922	10.7374
459	3.34919	17.5779	10.7778
471	10.4675	6.29054	10.8378
835	11.7077	24.3442	10.8692
566	18.2605	9.67174	10.9244
607	11.5321	2.7043	10.9257
295	6.68938	7.55911	10.9269
54	7.45329	22.06	10.9297
497	18.063	15.2918	10.9463
244	13.394	20.0039	11.0142
229	20.4716	22.8794	11.0372
61	22.681	18.1992	11.0825
125	1.48322	20.4388	11.0842
723	20.5538	19.56	11.0981
28	17.2666	22.8256	11.1532
159	19.9678	1.01056	11.1613
790	16.8072	12.6189	11.1634
491	4.42228	12.7518	11.2117
680	11.6069	17.8599	11.2188
806	8.62578	3.96937	11.2219
135	22.5766	24.5663	11.2373
500	21.5043	4.5591	11.2675
271	5.328	19.7027	11.289
786	10.4605	11.6887	11.3079
98	14.3034	12.6894	11.3381
534	13.5401	16.1025	11.3491
640	9.95841	15.6701	11.3782
812	14.8461	9.65609	11.4143
428	0.42875	18.2765	11.5125
300	14.3655	3.83061	11.5135
21	20.3786	16.7366	11.5572
762	11.8511	13.8476	11.5653
146	2.94894	9.51916	11.5817
